claim_id,assessor_name,claim_type,notification_channel,complexity_score,prior_claims,days_to_report,settled_amount,days_to_settle,leakage_flag
CL003466,A4,health,phone,5,1,10.2,2288.38,31.0,0
CL003467,A1,motor,online,2,0,2.3,654.08,18.3,0
CL003468,A8,property,online,2,0,9.8,591.94,17.1,0
CL003469,A25,property,online,5,1,5.7,11046.14,29.7,0
CL003470,A29,health,online,5,1,3.6,3321.73,61.5,1
CL003471,A14,health,online,2,1,13.2,691.52,19.0,0
CL003472,A27,health,online,3,1,4.6,3506.32,19.7,0
CL003473,A22,health,online,1,1,4.0,9870.98,36.9,1
CL003474,A3,motor,broker,5,2,10.7,2642.34,40.3,0
CL003475,A17,motor,phone,4,2,15.2,1314.92,31.2,0
CL003476,A24,health,online,2,1,1.4,1675.46,47.8,1
CL003477,A7,property,phone,5,0,17.5,3454.88,36.2,0
CL003478,A1,motor,online,5,1,11.7,5126.96,34.9,0
CL003479,A1,property,phone,4,1,14.0,1811.61,29.0,0
CL003480,A2,motor,broker,5,2,1.8,1638.78,28.1,0
CL003481,A22,property,phone,4,2,5.6,6485.62,26.2,0
CL003482,A3,motor,phone,4,1,1.5,1927.97,29.7,0
CL003483,A29,motor,online,1,2,1.0,2107.1,12.4,0
CL003484,A13,motor,online,4,3,14.2,2067.2,28.1,0
CL003485,A19,health,phone,3,1,2.1,2022.24,26.3,0
CL003486,A14,motor,phone,3,0,9.5,9364.2,28.6,0
CL003487,A18,motor,broker,3,1,0.9,544.52,24.3,0
CL003488,A27,motor,online,1,0,24.6,1095.09,38.8,1
CL003489,A14,property,phone,4,1,7.8,4517.71,26.2,0
CL003490,A5,travel,online,3,1,3.4,2033.38,21.8,0
CL003491,A21,motor,online,1,1,1.6,834.04,16.6,0
CL003492,A24,motor,online,3,1,16.1,2028.13,22.9,0
CL003493,A5,health,broker,5,1,7.0,14657.71,34.4,0
CL003494,A8,motor,phone,5,0,5.0,877.29,27.9,0
CL003495,A25,health,online,2,0,0.6,12468.03,14.6,0
CL003496,A3,motor,online,2,0,16.9,1219.43,19.1,0
CL003497,A26,property,online,4,0,9.3,6519.88,32.4,0
CL003498,A2,property,online,1,0,16.7,282.72,18.3,0
CL003499,A4,property,phone,3,4,3.2,1628.94,19.7,0
CL003500,A24,health,phone,3,0,6.5,5762.52,39.3,1
CL003501,A19,health,broker,2,2,8.5,4911.72,22.2,0
CL003502,A1,motor,phone,4,0,13.4,1401.64,28.2,0
CL003503,A8,property,broker,1,2,5.9,1001.84,11.6,0
CL003504,A9,health,online,4,0,5.1,2788.78,46.7,1
CL003505,A18,health,online,5,0,21.0,1251.67,32.2,0
CL003506,A4,health,online,2,0,8.9,6061.57,18.3,0
CL003507,A4,travel,broker,3,1,1.0,1820.06,21.3,0
CL003508,A27,motor,online,1,1,9.9,1776.11,15.8,0
CL003509,A22,motor,online,4,1,9.1,1876.03,26.2,0
CL003510,A9,property,online,2,0,4.1,589.74,27.0,0
CL003511,A23,travel,online,5,1,11.0,1274.44,40.6,0
CL003512,A13,motor,phone,1,0,7.7,415.03,13.4,0
CL003513,A23,motor,online,1,0,0.6,1884.44,14.7,0
CL003514,A15,motor,phone,1,0,7.5,918.26,13.8,0
CL003515,A22,motor,broker,5,1,5.7,8463.39,39.1,0
CL003516,A28,property,broker,1,0,12.2,1222.49,13.9,0
CL003517,A1,motor,phone,2,2,3.3,15290.16,17.4,0
CL003518,A3,motor,phone,3,2,9.1,935.29,21.1,0
CL003519,A27,motor,phone,2,0,8.0,1384.34,24.5,0
CL003520,A10,health,online,1,3,1.9,3424.43,37.9,1
CL003521,A28,health,broker,2,0,4.4,9024.15,17.7,0
CL003522,A12,motor,phone,2,1,2.1,1240.02,15.2,0
CL003523,A8,motor,phone,1,1,1.1,2334.77,14.5,0
CL003524,A24,motor,online,2,0,6.6,1981.68,23.5,0
CL003525,A11,motor,phone,4,0,2.1,197.76,22.8,0
CL003526,A28,motor,phone,2,0,11.4,3284.95,42.6,1
CL003527,A5,health,phone,4,2,4.0,480.34,26.4,0
CL003528,A7,motor,phone,1,1,1.8,575.86,16.6,0
CL003529,A20,health,phone,3,0,28.1,1686.0,42.3,0
CL003530,A25,property,online,2,1,18.4,1386.06,23.8,0
CL003531,A3,property,phone,1,0,8.2,813.8,34.5,1
CL003532,A16,property,broker,4,2,7.5,1247.84,46.0,1
CL003533,A3,health,phone,2,1,6.0,6754.18,16.1,0
CL003534,A17,property,online,5,2,8.1,3957.41,33.8,0
CL003535,A21,motor,phone,2,1,21.8,476.95,19.3,0
CL003536,A5,property,broker,1,1,24.2,235.6,30.5,0
CL003537,A17,travel,online,5,1,25.3,14938.13,56.5,1
CL003538,A4,motor,phone,3,0,18.0,2990.89,24.4,0
CL003539,A3,property,online,1,2,7.1,2020.85,15.1,0
CL003540,A17,property,online,3,1,14.7,4373.22,26.9,0
CL003541,A18,travel,phone,3,1,6.2,2860.09,20.4,0
CL003542,A16,motor,online,1,0,15.3,1821.64,17.0,0
CL003543,A11,motor,phone,3,1,3.9,4110.72,22.5,0
CL003544,A22,health,online,5,0,2.4,1671.01,36.0,0
CL003545,A1,motor,phone,2,0,11.6,3320.06,18.2,0
CL003546,A13,property,phone,2,0,8.6,2249.77,17.4,0
CL003547,A16,motor,broker,1,2,8.7,338.73,15.1,0
CL003548,A6,motor,online,1,1,8.2,955.22,13.6,0
CL003549,A18,health,broker,5,1,3.1,3557.09,33.7,0
CL003550,A18,motor,online,2,1,6.3,4229.82,19.5,0
CL003551,A5,motor,phone,5,1,2.4,23934.76,27.6,0
CL003552,A2,motor,phone,5,2,5.3,2493.11,50.6,1
CL003553,A7,motor,phone,3,2,1.3,2211.21,39.8,1
CL003554,A11,property,broker,2,1,0.7,1637.34,45.4,1
CL003555,A27,motor,broker,5,0,8.1,2179.78,32.8,0
CL003556,A17,motor,online,2,1,3.3,5757.01,16.2,0
CL003557,A13,health,online,1,1,4.7,251.94,13.6,0
CL003558,A3,motor,online,5,0,11.8,3669.32,36.4,0
CL003559,A10,health,online,2,1,2.5,801.26,20.2,0
CL003560,A5,motor,phone,5,2,5.8,15292.75,32.9,0
CL003561,A9,health,phone,3,2,2.3,2592.61,29.6,0
CL003562,A26,health,online,4,1,8.6,13568.29,55.5,1
CL003563,A10,travel,broker,2,1,3.5,146.86,18.2,0
CL003564,A19,property,broker,4,1,18.1,7396.87,28.9,0
CL003565,A25,motor,online,2,0,1.4,1984.9,16.6,0
CL003566,A5,motor,phone,2,2,2.7,1407.71,18.3,0
CL003567,A19,health,phone,5,2,24.9,10854.03,36.9,0
CL003568,A2,motor,online,4,1,11.0,409.71,50.8,1
CL003569,A29,property,broker,1,1,5.4,12017.67,13.7,0
CL003570,A17,health,broker,5,0,8.8,3943.1,37.1,0
CL003571,A11,property,broker,3,1,2.7,6452.08,23.6,0
CL003572,A27,travel,phone,2,1,10.9,4974.59,23.9,0
CL003573,A6,travel,phone,3,0,1.4,17257.72,21.6,0
CL003574,A5,property,online,4,3,4.0,8524.94,32.0,0
CL003575,A22,property,online,4,0,6.2,3937.96,25.9,0
CL003576,A1,travel,online,1,1,13.6,252.78,17.3,0
CL003577,A25,travel,phone,5,1,6.9,1273.36,30.8,0
CL003578,A17,motor,phone,3,0,1.2,2374.62,28.8,0
CL003579,A5,property,phone,5,6,2.8,1782.07,30.5,0
CL003580,A21,motor,broker,1,1,10.8,1525.3,17.4,0
CL003581,A29,health,phone,2,3,13.4,1064.94,43.4,1
CL003582,A19,motor,broker,2,1,10.3,2485.45,29.4,0
CL003583,A6,property,phone,4,2,14.2,1257.95,29.4,0
CL003584,A15,property,broker,1,3,12.4,3330.02,18.8,0
CL003585,A3,motor,phone,2,1,10.7,1215.16,27.8,0
CL003586,A17,motor,online,4,1,6.8,9893.88,27.2,0
CL003587,A23,property,broker,1,2,3.3,607.7,15.0,0
CL003588,A17,property,online,5,0,12.4,7520.55,42.4,0
CL003589,A16,travel,phone,1,2,12.5,1038.36,16.6,0
CL003590,A7,health,online,3,1,14.3,5103.91,26.3,0
CL003591,A24,motor,broker,1,0,14.0,3797.98,20.0,0
CL003592,A28,motor,online,4,3,4.6,19395.03,51.3,1
CL003593,A25,motor,online,4,1,1.9,3104.69,32.8,0
CL003594,A14,property,online,1,0,3.3,3294.05,15.5,0
CL003595,A24,property,broker,4,1,10.6,7809.54,28.6,0
CL003596,A12,property,broker,2,0,8.4,2190.11,40.9,1
CL003597,A27,health,online,4,0,4.8,1751.94,30.8,0
CL003598,A2,travel,broker,5,0,16.7,1571.65,35.5,0
CL003599,A25,health,online,2,0,4.1,663.58,22.0,0
CL003600,A10,property,online,4,1,20.8,10296.28,35.5,0
CL003601,A13,health,online,5,1,5.5,1557.66,47.0,1
CL003602,A3,motor,phone,5,1,4.8,9041.52,36.2,0
CL003603,A26,health,phone,2,1,5.9,3122.33,23.3,0
CL003604,A23,motor,broker,5,1,10.3,8461.38,48.1,1
CL003605,A29,health,phone,1,2,14.9,2311.88,23.5,0
CL003606,A23,health,phone,2,2,18.3,10111.14,19.5,0
CL003607,A4,motor,phone,3,0,10.1,1806.94,23.8,0
CL003608,A3,motor,online,1,3,10.0,778.1,20.2,0
CL003609,A24,health,online,2,0,13.9,1687.62,21.9,0
CL003610,A5,health,phone,2,0,11.2,1441.53,16.4,0
CL003611,A24,motor,phone,5,0,7.6,6863.34,48.7,1
CL003612,A10,motor,online,4,2,2.6,4221.53,26.6,0
CL003613,A21,travel,phone,3,1,7.6,648.61,28.8,0
CL003614,A21,health,phone,5,1,5.3,668.3,33.0,0
CL003615,A22,travel,online,2,0,19.3,3145.15,24.0,0
CL003616,A21,motor,phone,2,0,9.7,1268.12,50.3,1
CL003617,A21,motor,online,3,0,1.8,789.96,19.3,0
CL003618,A0,health,phone,4,1,43.6,995.86,36.8,0
CL003619,A18,motor,online,5,1,1.0,7187.36,32.9,0
CL003620,A22,travel,online,2,1,5.1,1406.12,19.6,0
CL003621,A27,motor,online,2,0,19.9,5310.47,24.5,0
CL003622,A28,health,online,5,1,2.9,1664.26,28.3,0
CL003623,A0,property,broker,2,3,4.5,7123.09,25.2,0
CL003624,A8,motor,broker,3,2,9.5,1422.74,53.7,1
CL003625,A24,travel,online,5,0,1.4,2098.17,27.3,0
CL003626,A19,motor,online,5,1,10.1,3661.35,30.0,0
CL003627,A7,motor,online,1,0,9.5,924.36,17.1,0
CL003628,A22,motor,phone,5,0,3.1,6889.93,31.7,0
CL003629,A27,motor,phone,2,0,5.5,1188.04,19.5,0
CL003630,A25,travel,online,1,0,1.7,4678.68,16.7,0
CL003631,A20,motor,phone,1,2,3.2,1410.72,18.1,0
CL003632,A1,motor,online,4,1,15.5,3116.39,31.8,0
CL003633,A17,travel,phone,4,3,8.4,2709.13,26.4,0
CL003634,A10,health,online,1,0,19.8,2224.44,16.7,0
CL003635,A26,health,online,4,1,22.5,2872.19,28.7,0
CL003636,A18,motor,online,1,1,10.4,6988.61,14.9,0
CL003637,A9,motor,online,1,0,20.8,1867.04,23.6,0
CL003638,A8,travel,online,5,1,10.8,6022.61,32.3,0
CL003639,A0,travel,phone,5,0,0.6,1369.49,36.5,0
CL003640,A9,motor,online,5,1,5.1,2356.48,52.0,1
CL003641,A10,travel,online,1,1,8.8,1906.63,31.5,0
CL003642,A6,motor,phone,5,1,2.3,1929.13,32.0,0
CL003643,A11,motor,online,2,0,6.3,3374.0,21.5,0
CL003644,A17,travel,online,2,1,1.9,7912.14,14.9,0
CL003645,A13,property,online,1,1,9.9,2818.76,22.0,0
CL003646,A9,motor,broker,5,2,18.7,2787.6,35.8,0
CL003647,A21,health,broker,5,0,5.5,1548.6,41.4,0
CL003648,A24,motor,online,1,1,5.3,895.28,15.0,0
CL003649,A12,motor,online,2,0,3.4,542.04,16.2,0
CL003650,A11,property,phone,4,0,8.6,1862.14,27.7,0
CL003651,A27,travel,online,4,0,4.8,453.09,45.5,1
CL003652,A20,motor,online,5,0,8.0,4824.85,33.1,0
CL003653,A17,health,online,4,0,5.4,10388.66,33.9,0
CL003654,A27,travel,phone,2,2,6.7,525.05,23.0,0
CL003655,A17,health,online,1,0,5.4,3300.3,18.4,0
CL003656,A26,property,online,5,1,0.6,2282.65,38.1,0
CL003657,A28,motor,broker,2,1,11.8,3682.98,22.7,0
CL003658,A28,motor,phone,4,0,5.0,985.15,25.9,0
CL003659,A2,health,phone,3,2,8.4,1709.85,22.5,0
CL003660,A27,motor,phone,4,1,10.6,3441.95,51.4,1
CL003661,A6,travel,phone,2,0,20.9,8185.25,22.7,0
CL003662,A13,health,online,1,2,5.8,976.6,22.5,0
CL003663,A6,motor,online,3,1,16.1,1583.27,27.9,0
CL003664,A24,motor,broker,2,0,15.5,1649.37,42.0,1
CL003665,A16,motor,phone,2,2,34.2,1968.53,47.7,1
CL003666,A28,travel,phone,4,2,16.6,4491.08,30.3,0
CL003667,A4,motor,online,3,0,15.2,431.3,56.9,1
CL003668,A5,motor,online,2,0,11.3,1178.17,43.8,1
CL003669,A13,health,online,1,1,9.5,297.48,11.7,0
CL003670,A10,health,online,1,0,18.9,1400.4,38.8,1
CL003671,A28,travel,phone,4,2,16.1,6753.96,53.1,1
CL003672,A4,motor,online,4,1,18.3,744.82,28.0,0
CL003673,A6,property,online,2,0,2.8,1080.17,33.6,0
CL003674,A1,health,online,4,2,20.4,2138.9,30.1,0
CL003675,A23,health,online,1,1,14.4,584.81,19.8,0
CL003676,A19,travel,online,3,0,4.9,3796.93,29.7,0
CL003677,A8,property,broker,5,1,4.5,1217.93,28.0,0
CL003678,A28,health,online,1,0,2.9,2891.4,12.9,0
CL003679,A17,motor,online,4,0,19.2,2073.56,30.2,0
CL003680,A6,motor,broker,2,0,3.5,643.05,16.4,0
CL003681,A27,motor,online,3,0,11.4,2001.31,22.2,0
CL003682,A4,motor,online,1,1,6.9,1246.37,15.1,0
CL003683,A9,motor,phone,2,0,11.3,5932.57,39.8,1
CL003684,A25,motor,broker,2,1,9.6,532.75,24.2,0
CL003685,A14,motor,online,3,1,0.7,16025.31,41.8,1
CL003686,A7,motor,online,3,3,3.2,3461.28,39.0,1
CL003687,A11,motor,online,4,1,10.5,2067.67,30.4,0
CL003688,A15,motor,phone,5,0,11.0,3155.8,38.3,0
CL003689,A11,motor,online,4,0,5.3,1138.54,37.5,0
CL003690,A13,health,phone,4,0,4.4,3579.37,33.9,0
CL003691,A8,property,broker,5,0,15.7,2069.21,35.3,0
CL003692,A17,motor,online,5,0,2.6,2665.04,32.0,0
CL003693,A14,motor,broker,2,1,6.1,4602.7,36.4,1
CL003694,A10,health,online,4,0,0.7,1959.84,45.2,1
CL003695,A7,motor,phone,5,0,16.5,2331.53,57.5,1
CL003696,A25,health,broker,3,0,19.0,1744.47,36.9,0
CL003697,A14,health,phone,3,0,7.5,1607.72,44.2,1
CL003698,A12,motor,online,3,0,2.9,24172.0,21.0,0
CL003699,A1,health,phone,5,1,6.5,5095.11,33.5,0
CL003700,A19,property,broker,3,0,8.2,11163.07,27.2,0
CL003701,A10,motor,online,2,0,25.6,1650.22,33.0,0
CL003702,A24,health,phone,4,1,5.9,1554.73,24.0,0
CL003703,A3,property,phone,2,4,9.5,689.27,45.3,1
CL003704,A28,health,phone,5,1,8.3,20288.77,31.1,0
CL003705,A18,property,online,5,2,24.9,2358.43,55.8,1
CL003706,A8,motor,phone,5,1,8.3,1819.21,31.8,0
CL003707,A27,motor,online,4,1,3.7,1032.22,25.3,0
CL003708,A23,property,phone,5,0,7.0,2113.98,29.5,0
CL003709,A23,property,broker,4,0,0.6,7386.6,46.7,1
CL003710,A20,motor,broker,4,0,3.3,2529.1,43.4,1
CL003711,A6,property,online,1,0,6.5,2251.05,12.9,0
CL003712,A24,property,online,1,0,6.4,630.63,14.6,0
CL003713,A2,motor,online,4,1,6.9,7258.2,28.3,0
CL003714,A12,health,broker,4,1,3.3,5956.12,25.5,0
CL003715,A13,motor,online,3,2,3.6,4496.22,24.7,0
CL003716,A13,motor,broker,2,1,1.7,379.13,16.4,0
CL003717,A4,motor,online,5,2,5.0,12063.88,29.9,0
CL003718,A20,travel,broker,1,1,19.6,1562.85,34.0,0
CL003719,A28,motor,online,5,1,18.4,1916.53,31.2,0
CL003720,A0,health,phone,1,1,5.1,1254.33,11.0,0
CL003721,A15,motor,broker,5,1,5.1,3879.24,57.5,1
CL003722,A0,health,phone,1,0,7.6,5946.22,40.7,1
CL003723,A27,health,broker,5,1,8.0,3599.72,32.0,0
CL003724,A18,motor,online,3,1,13.7,3525.25,23.5,0
CL003725,A27,travel,phone,3,1,24.4,1557.4,29.1,0
CL003726,A13,motor,online,4,1,2.9,8017.74,47.0,1
CL003727,A24,property,phone,3,1,4.5,5680.47,22.3,0
CL003728,A2,motor,online,1,1,2.8,1668.87,16.9,0
CL003729,A22,property,phone,4,2,3.8,3257.54,26.3,0
CL003730,A12,travel,phone,1,1,2.5,1468.9,14.9,0
CL003731,A8,motor,broker,4,0,31.1,8153.56,30.7,0
CL003732,A6,property,broker,5,0,25.3,16970.91,34.0,0
CL003733,A21,health,broker,3,1,4.6,8259.96,27.1,0
CL003734,A21,health,phone,1,0,4.7,1899.43,25.2,0
CL003735,A29,health,online,4,0,0.3,5489.77,25.2,0
CL003736,A15,health,online,5,3,8.0,1155.15,32.2,0
CL003737,A29,property,phone,4,0,11.0,6331.15,51.5,1
CL003738,A16,health,online,1,0,4.9,1828.48,16.1,0
CL003739,A6,property,phone,2,1,11.1,1916.02,25.6,0
CL003740,A11,health,online,4,0,30.9,442.79,57.6,1
CL003741,A7,health,phone,2,1,5.3,1861.32,16.6,0
CL003742,A19,health,phone,5,0,7.3,2254.24,53.8,1
CL003743,A14,health,online,2,0,1.0,927.68,20.4,0
CL003744,A27,health,phone,5,2,15.3,1486.23,30.6,0
CL003745,A7,property,phone,5,2,5.7,3034.8,31.4,0
CL003746,A23,property,online,2,1,1.4,1113.36,23.0,0
CL003747,A0,health,online,4,2,17.1,3926.21,32.8,0
CL003748,A20,motor,broker,1,1,20.0,3028.94,17.0,0
CL003749,A15,health,online,5,0,16.0,1950.89,33.0,0
CL003750,A0,motor,online,4,0,3.5,5995.57,44.0,1
CL003751,A9,health,phone,4,0,19.7,7590.38,31.9,0
CL003752,A25,motor,phone,4,0,5.6,5731.37,30.7,0
CL003753,A2,health,online,2,2,44.6,473.18,29.9,0
CL003754,A21,property,broker,1,0,4.9,1270.32,11.7,0
CL003755,A4,property,online,5,1,0.2,4397.52,28.6,0
CL003756,A12,health,online,3,0,26.1,5081.67,31.2,0
CL003757,A21,property,phone,2,0,1.4,1804.65,19.2,0
CL003758,A18,motor,online,5,2,6.5,6891.44,57.4,1
CL003759,A12,motor,phone,5,0,1.8,3304.86,46.8,1
CL003760,A14,health,online,1,0,6.4,11540.75,22.7,0
CL003761,A23,motor,phone,5,0,9.7,15574.34,28.9,0
CL003762,A4,property,phone,3,0,17.6,1017.82,32.3,0
CL003763,A4,health,online,5,1,9.0,9201.89,28.5,0
CL003764,A12,property,online,1,2,23.6,5778.55,24.4,0
CL003765,A13,health,online,4,1,2.6,1005.53,48.7,1
CL003766,A14,motor,online,3,1,1.5,4218.69,23.9,0
CL003767,A27,property,broker,2,0,1.9,2046.13,15.3,0
CL003768,A7,motor,online,4,1,12.8,8659.89,27.3,0
CL003769,A20,motor,phone,2,0,3.9,1490.74,15.4,0
CL003770,A22,motor,online,4,1,12.9,1961.11,26.5,0
CL003771,A6,motor,broker,4,0,0.7,8215.63,23.4,0
CL003772,A10,property,online,3,1,4.7,3123.95,27.5,0
CL003773,A7,motor,broker,2,0,1.7,3390.79,34.2,1
CL003774,A18,motor,phone,1,1,2.7,1903.5,11.5,0
CL003775,A1,health,online,3,1,13.7,535.8,47.6,1
CL003776,A26,property,online,2,1,38.0,692.1,27.5,0
CL003777,A18,motor,phone,2,0,4.7,785.0,16.3,0
CL003778,A10,motor,online,1,2,3.9,11466.32,13.9,0
CL003779,A24,motor,phone,4,0,7.3,2981.51,31.6,0
CL003780,A24,motor,phone,4,1,15.0,4794.3,29.5,0
CL003781,A22,motor,online,3,0,0.7,6956.89,23.1,0
CL003782,A8,health,online,4,1,14.9,3413.67,31.5,0
CL003783,A27,health,broker,4,0,18.5,3268.87,50.2,1
CL003784,A24,motor,phone,1,0,5.0,145.14,18.5,0
CL003785,A5,health,online,5,0,2.1,912.68,27.4,0
CL003786,A25,motor,online,1,3,3.6,5861.94,16.2,0
CL003787,A7,property,online,2,0,1.0,1694.85,21.1,0
CL003788,A12,health,broker,1,0,3.5,1537.53,21.9,0
CL003789,A12,motor,online,5,1,18.7,5697.39,38.3,0
CL003790,A1,property,online,2,1,6.0,6026.35,24.5,0
CL003791,A23,health,broker,1,1,0.7,1317.8,11.1,0
CL003792,A10,travel,phone,4,2,5.9,1243.52,26.3,0
CL003793,A1,property,online,4,1,3.7,1862.74,34.2,0
CL003794,A0,motor,online,3,1,14.4,2390.73,23.6,0
CL003795,A14,motor,online,5,0,3.5,938.67,35.9,0
CL003796,A28,property,phone,4,1,11.8,7487.0,31.7,0
CL003797,A1,property,online,3,0,8.6,1571.72,26.6,0
CL003798,A26,health,phone,2,0,13.0,3843.32,21.1,0
CL003799,A8,health,online,1,0,4.0,293.0,21.5,0
CL003800,A4,health,online,5,1,6.3,1816.94,44.2,0
CL003801,A17,motor,phone,4,0,2.2,2384.1,24.2,0
CL003802,A12,health,phone,4,2,2.7,14087.46,25.8,0
CL003803,A24,health,phone,1,1,25.6,2890.8,16.4,0
CL003804,A10,health,online,3,3,3.7,4247.24,25.5,0
CL003805,A29,health,online,5,1,10.1,8724.87,36.9,0
CL003806,A10,health,online,4,2,7.7,4148.57,48.1,1
CL003807,A29,health,online,2,0,9.0,656.65,42.1,1
CL003808,A24,property,phone,1,2,5.0,1982.22,13.1,0
CL003809,A9,travel,online,4,2,5.9,1394.16,25.3,0
CL003810,A8,motor,phone,2,1,9.1,1871.58,17.3,0
CL003811,A3,motor,broker,3,1,12.9,1893.75,44.9,1
CL003812,A12,property,online,3,0,3.4,855.8,19.5,0
CL003813,A8,motor,broker,4,1,4.8,3658.71,25.3,0
CL003814,A4,motor,phone,3,1,9.2,507.65,25.2,0
CL003815,A24,motor,online,5,0,14.0,2133.82,52.4,1
CL003816,A15,health,broker,4,1,1.4,2382.79,25.8,0
CL003817,A5,motor,phone,3,0,7.3,2601.77,24.5,0
CL003818,A10,property,online,3,4,9.4,712.82,26.6,0
CL003819,A25,motor,online,4,1,6.5,1085.68,50.0,0
CL003820,A24,motor,phone,1,0,16.2,858.79,20.2,0
CL003821,A11,property,online,1,0,1.2,202.77,19.1,0
CL003822,A0,motor,broker,1,2,26.6,9551.5,20.0,0
CL003823,A21,health,phone,3,1,7.8,11193.79,25.5,0
CL003824,A6,travel,online,5,2,3.7,4221.98,32.4,0
CL003825,A22,health,broker,2,0,53.0,1405.68,31.1,0
CL003826,A21,motor,online,4,0,16.2,17547.46,31.9,0
CL003827,A16,motor,broker,2,1,11.1,924.54,17.4,0
CL003828,A4,motor,phone,2,1,3.3,5472.81,17.0,0
CL003829,A21,property,broker,2,1,10.7,3314.56,43.5,1
CL003830,A20,motor,phone,1,1,14.0,1984.69,14.0,0
CL003831,A13,health,online,4,0,14.6,1523.26,51.5,1
CL003832,A22,travel,phone,5,1,30.0,2717.02,36.7,0
CL003833,A10,motor,online,5,1,6.5,1009.62,53.2,1
CL003834,A8,motor,online,2,1,3.2,573.98,20.7,0
CL003835,A5,property,broker,3,0,13.1,4995.12,26.1,0
CL003836,A23,motor,online,5,0,1.7,6897.75,56.0,1
CL003837,A22,motor,phone,1,1,14.0,390.13,14.9,0
CL003838,A7,health,online,4,0,13.4,3972.15,28.6,0
CL003839,A3,motor,online,1,2,4.3,805.15,19.5,0
CL003840,A27,travel,broker,4,0,11.6,5849.96,27.9,0
CL003841,A2,property,phone,2,0,18.0,2076.31,18.2,0
CL003842,A27,property,online,3,1,29.1,1990.4,33.4,0
CL003843,A29,property,broker,2,1,2.3,989.11,19.7,0
CL003844,A2,motor,phone,2,0,13.6,2224.99,26.2,0
CL003845,A22,property,broker,4,3,6.5,1952.82,45.1,1
CL003846,A24,motor,online,1,0,6.3,337.1,14.3,0
CL003847,A22,health,broker,4,0,4.0,3938.81,24.6,0
CL003848,A4,travel,phone,3,2,4.7,2105.65,41.6,1
CL003849,A27,motor,phone,4,0,3.7,1989.44,26.5,0
CL003850,A4,property,phone,1,0,10.5,3602.08,21.4,0
CL003851,A20,motor,online,5,0,1.6,1908.93,33.1,0
CL003852,A19,motor,online,3,0,10.0,1160.69,22.0,0
CL003853,A17,motor,online,1,0,9.5,1601.34,16.6,0
CL003854,A3,health,phone,2,1,19.7,1699.45,27.6,0
CL003855,A25,travel,phone,3,1,23.0,5690.03,26.8,0
CL003856,A16,property,phone,5,1,13.8,2942.56,29.9,0
CL003857,A2,travel,broker,1,0,27.3,4348.61,21.7,0
CL003858,A7,health,phone,5,1,12.0,4121.62,29.9,0
CL003859,A17,property,broker,5,1,10.0,1733.67,49.0,1
CL003860,A27,property,online,5,0,5.3,1595.12,31.1,0
CL003861,A16,health,phone,5,1,2.0,2302.49,48.3,1
CL003862,A8,motor,phone,2,0,8.6,1718.48,18.6,0
CL003863,A7,motor,phone,1,2,4.4,943.08,21.3,0
CL003864,A2,motor,online,3,2,0.7,353.91,30.0,0
CL003865,A5,motor,online,4,2,4.0,1415.05,52.5,1
CL003866,A2,health,online,3,0,10.0,3227.68,20.5,0
CL003867,A7,health,broker,4,0,22.5,1444.33,30.1,0
CL003868,A21,health,phone,1,0,4.4,1660.08,25.5,0
CL003869,A21,property,online,5,1,36.1,2954.52,35.5,0
CL003870,A5,motor,broker,3,2,4.7,3747.49,42.9,1
CL003871,A7,property,online,1,1,5.3,1688.89,15.2,0
CL003872,A17,motor,online,4,2,3.7,718.7,26.2,0
CL003873,A20,motor,phone,4,0,4.3,4431.98,46.7,1
CL003874,A2,property,broker,5,0,16.2,1654.45,52.3,1
CL003875,A16,motor,phone,1,0,21.2,1459.34,34.6,0
CL003876,A4,motor,phone,5,1,11.3,51006.27,31.7,0
CL003877,A9,property,online,5,1,11.7,4015.88,31.3,0
CL003878,A18,property,phone,3,1,10.8,649.29,22.6,0
CL003879,A25,motor,online,2,0,32.2,654.31,26.8,0
CL003880,A8,property,phone,1,1,3.2,386.51,21.6,0
CL003881,A6,motor,online,2,0,6.0,958.78,27.8,0
CL003882,A4,property,online,3,2,9.8,3251.62,27.5,0
CL003883,A2,motor,online,2,1,1.3,1557.56,14.8,0
CL003884,A5,health,online,1,0,26.0,2536.06,20.2,0
CL003885,A5,health,broker,4,1,10.2,4375.18,25.5,0
CL003886,A2,property,phone,3,1,13.1,1174.98,24.5,0
CL003887,A12,health,broker,3,1,1.8,1822.72,21.1,0
CL003888,A6,property,phone,3,1,2.2,926.6,27.8,0
CL003889,A24,motor,phone,5,2,11.9,2455.34,52.7,1
CL003890,A29,property,phone,3,0,6.0,403.43,42.3,1
CL003891,A26,property,online,1,0,22.8,4124.71,30.4,0
CL003892,A0,health,phone,3,1,6.8,3748.49,26.2,0
CL003893,A23,health,phone,2,0,13.6,1101.39,16.8,0
CL003894,A11,health,online,1,0,3.8,6548.16,11.2,0
CL003895,A24,motor,online,4,1,8.5,1849.73,28.4,0
CL003896,A9,property,phone,4,2,11.0,719.72,28.2,0
CL003897,A21,property,phone,1,1,2.6,1375.65,16.3,0
CL003898,A17,motor,online,4,1,0.7,6891.24,22.4,0
CL003899,A3,travel,online,1,0,8.2,2445.14,24.7,0
CL003900,A1,motor,broker,3,0,13.6,856.53,32.6,0
CL003901,A18,motor,broker,5,0,6.8,7113.41,39.3,0
CL003902,A9,motor,phone,4,1,0.7,5374.37,47.7,1
